inchikey_block,isoform,method,structure_path,confidence,predicted_affinity,completed,valid,invalid_reason,fe_min_dist,frac_proximal,max_clash,n_contacts,is_coordinated
ZDVHZKHFMHUZDU,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\ZDVHZKHFMHUZDU__rt5s0.cif,0.9376,,True,True,,3.462,0.0,0.647,69,False
QCPPGXUAWUBFAE,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\QCPPGXUAWUBFAE__rt5s0.cif,0.9336,,True,False,severe steric overlap (2.47 A into vdW),3.322,0.0,2.469,73,False
SBNKFTQSBPKMBZ,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\SBNKFTQSBPKMBZ__rt5s0.cif,0.9776,,True,True,,3.762,0.0,0.114,21,False
BZAIRDCOXHAADH,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\BZAIRDCOXHAADH__rt5s0.cif,0.9798,,True,True,,4.161,0.0,1.411,85,False
NJTPBFZBPRMEJR,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\NJTPBFZBPRMEJR__rt5s0.cif,0.9378,,True,True,,4.466,0.0,0.527,58,False
CNIIGCLFLJGOGP,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\CNIIGCLFLJGOGP__rt5s0.cif,0.9495,,True,True,,3.556,0.0,0.83,54,False
UIEGYIFDVIDYHB,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\UIEGYIFDVIDYHB__rt5s0.cif,0.9691,,True,True,,2.24,0.0,0.593,69,True
SEBMTIQKRHYNIT,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\SEBMTIQKRHYNIT__rt5s0.cif,0.9348,,True,False,severe steric overlap (1.58 A into vdW),4.199,0.0,1.577,81,False
HIUVKVDQFXDZHU,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\HIUVKVDQFXDZHU__rt5s0.cif,0.947,,True,True,,3.892,0.0,0.406,26,False
WTTPTXHWBCVSAE,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\WTTPTXHWBCVSAE__rt5s0.cif,0.9422,,True,True,,2.716,0.0,1.247,70,False
BRZANEXCSZCZCI,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\BRZANEXCSZCZCI__rt5s0.cif,0.9518,,True,True,,2.239,0.0,0.673,69,True
VYZSNRUMPKDNLT,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\VYZSNRUMPKDNLT__rt5s0.cif,0.9368,,True,True,,2.464,0.0,0.536,87,True
IROJCVZEMVZADB,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\IROJCVZEMVZADB__rt5s0.cif,0.9579,,True,False,severe steric overlap (1.62 A into vdW),2.178,0.0,1.619,138,True
AGOOMVXOHLHTCM,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\AGOOMVXOHLHTCM__rt5s0.cif,0.9401,,True,True,,5.384,0.0,0.326,76,False
YCHNKCQNPQJYSD,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\YCHNKCQNPQJYSD__rt5s0.cif,0.9586,,True,True,,2.906,0.0,1.147,112,False
HQIRNZOQPUAHHV,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\HQIRNZOQPUAHHV__rt5s0.cif,0.9431,,True,True,,3.577,0.0,0.945,59,False
LZAPOHZTKRQZKM,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\LZAPOHZTKRQZKM__rt5s0.cif,0.9372,,True,True,,3.323,0.0,0.999,102,False
FQTOHOCJEYDRRG,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\FQTOHOCJEYDRRG__rt5s0.cif,0.9386,,True,True,,3.693,0.0,0.784,98,False
OCSVTGWIMRELRH,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\OCSVTGWIMRELRH__rt5s0.cif,0.9405,,True,True,,3.022,0.0,1.335,105,False
REYFJDPCWQRWAA,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\REYFJDPCWQRWAA__rt5s0.cif,0.9451,,True,True,,3.165,0.0,1.123,63,False
SMRUWTFDCWAZON,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\SMRUWTFDCWAZON__rt5s0.cif,0.9369,,True,True,,3.757,0.0,0.719,99,False
WPBCUTZPCFFBTO,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\WPBCUTZPCFFBTO__rt5s0.cif,0.9325,,True,True,,4.476,0.0,0.103,78,False
HUCPMSPYTPCDKA,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\HUCPMSPYTPCDKA__rt5s0.cif,0.941,,True,True,,4.157,0.0,1.261,89,False
JGTLGAGKPNYMRY,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\JGTLGAGKPNYMRY__rt5s0.cif,0.9772,,True,True,,2.217,0.0,0.346,76,True
DMSGWBYWZFAVFS,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\DMSGWBYWZFAVFS__rt5s0.cif,0.9436,,True,True,,4.712,0.0,0.664,117,False
CRUWCZSXWRLWRA,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\CRUWCZSXWRLWRA__rt5s0.cif,0.9645,,True,True,,2.206,0.0,1.382,83,True
HZCMYVGOGDKMPW,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\HZCMYVGOGDKMPW__rt5s0.cif,0.9355,,True,False,severe steric overlap (1.65 A into vdW),3.696,0.0,1.645,91,False
JURKNVYFZMSNLP,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\JURKNVYFZMSNLP__rt5s0.cif,0.9318,,True,True,,5.171,0.0,0.748,75,False
XYCMOTOFHFTUIU,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\XYCMOTOFHFTUIU__rt5s0.cif,0.9397,,True,True,,18.011,0.0,0.306,50,False
KOGLKBKCAXGATQ,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\KOGLKBKCAXGATQ__rt5s0.cif,0.9547,,True,True,,2.055,0.0,1.151,114,True
YLJREFDVOIBQDA,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\YLJREFDVOIBQDA__rt5s0.cif,0.9707,,True,True,,2.474,0.0,0.348,59,True
OSEWFKGKUJEEFD,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\OSEWFKGKUJEEFD__rt5s0.cif,0.9425,,True,True,,3.685,0.0,0.765,60,False
SLZARXHZTPOCTN,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\SLZARXHZTPOCTN__rt5s0.cif,0.981,,True,True,,2.033,0.0,0.347,100,True
IHLDXAAKKIDUFM,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\IHLDXAAKKIDUFM__rt5s0.cif,0.9399,,True,True,,3.181,0.0,0.78,95,False
VAHWRSZAURKYGM,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\VAHWRSZAURKYGM__rt5s0.cif,0.9409,,True,True,,3.181,0.0,0.477,87,False
JLHUMJNCGJZPJK,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\JLHUMJNCGJZPJK__rt5s0.cif,0.9404,,True,True,,3.994,0.0,0.765,82,False
RRLUAXBCRMRKGJ,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\RRLUAXBCRMRKGJ__rt5s0.cif,0.9389,,True,False,severe steric overlap (1.59 A into vdW),4.401,0.0,1.59,100,False
CMRWALMKNZNEAF,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\CMRWALMKNZNEAF__rt5s0.cif,0.9516,,True,True,,2.089,0.0,0.99,98,True
OIJNGNQKPRJCLT,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\OIJNGNQKPRJCLT__rt5s0.cif,0.9662,,True,True,,2.283,0.0,1.083,89,True
POFHNBYWRJBGAM,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\POFHNBYWRJBGAM__rt5s0.cif,0.9642,,True,True,,4.464,0.0,0.537,119,False
BPSIMDRRYLTHLE,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\BPSIMDRRYLTHLE__rt5s0.cif,0.9571,,True,True,,2.243,0.0,0.946,98,True
AAFSKRHBWOQJCV,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\AAFSKRHBWOQJCV__rt5s0.cif,0.9382,,True,True,,3.724,0.0,1.164,83,False
RKIRNVHTEYUZIG,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\RKIRNVHTEYUZIG__rt5s0.cif,0.9335,,True,True,,2.909,0.0,0.505,102,False
LVHWZRNQJDKLTI,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\LVHWZRNQJDKLTI__rt5s0.cif,0.9358,,True,True,,2.867,0.0,0.753,82,False
KJNTUBDFKPAUOJ,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\KJNTUBDFKPAUOJ__rt5s0.cif,0.9393,,True,True,,4.516,0.0,0.816,99,False
CVTSUVYINOOTTN,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\CVTSUVYINOOTTN__rt5s0.cif,0.9737,,True,True,,3.953,0.0,0.369,71,False
VNRPFJXBODKBRZ,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\VNRPFJXBODKBRZ__rt5s0.cif,0.95,,True,True,,2.379,0.0,1.064,99,True
OVCDSSHSILBFBN,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\OVCDSSHSILBFBN__rt5s0.cif,0.9392,,True,True,,4.621,0.0,0.632,91,False
QUDSFKIXQFFIOI,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\QUDSFKIXQFFIOI__rt5s0.cif,0.9419,,True,True,,4.466,0.0,0.165,66,False
STKPDYXEWHQTCA,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\STKPDYXEWHQTCA__rt5s0.cif,0.9361,,True,True,,4.294,0.0,0.273,93,False
FJUHYDGFHVCIQR,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\FJUHYDGFHVCIQR__rt5s0.cif,0.9734,,True,True,,4.388,0.0,0.356,83,False
FRTQFAFJPFTPEO,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\FRTQFAFJPFTPEO__rt5s0.cif,0.9489,,True,True,,2.406,0.0,0.544,76,True
CPTSFZUKPHDTEW,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\CPTSFZUKPHDTEW__rt5s0.cif,0.9641,,True,True,,2.061,0.0,0.336,69,True
WAFLWFBYNRXLIA,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\WAFLWFBYNRXLIA__rt5s0.cif,0.9515,,True,True,,1.998,0.0,0.9,119,True
WEMDNGXFLHBHKC,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\WEMDNGXFLHBHKC__rt5s0.cif,0.9359,,True,True,,2.631,0.0,0.643,131,False
KSABBJQXOFJFMB,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\KSABBJQXOFJFMB__rt5s0.cif,0.9527,,True,True,,2.469,0.0,0.606,70,True
MCMWQUUFOTYOLS,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\MCMWQUUFOTYOLS__rt5s0.cif,0.9452,,True,True,,2.012,0.0,0.781,112,True
LECNWKBRWUMOOE,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\LECNWKBRWUMOOE__rt5s0.cif,0.9386,,True,True,,2.159,0.0,0.396,68,True
OLLKSWQPCSWOKP,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\OLLKSWQPCSWOKP__rt5s0.cif,0.9502,,True,True,,3.965,0.0,0.964,109,False
KDWINTKNCFXETQ,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\KDWINTKNCFXETQ__rt5s0.cif,0.956,,True,True,,3.555,0.0,0.494,54,False
PJEMYXKINDARDB,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\PJEMYXKINDARDB__rt5s0.cif,0.9421,,True,True,,3.662,0.0,0.923,109,False
LEQOABJBJQUSIJ,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\LEQOABJBJQUSIJ__rt5s0.cif,0.9319,,True,True,,1.999,0.0,0.952,116,True
YKJMLSDPNOJKOB,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\YKJMLSDPNOJKOB__rt5s0.cif,0.9402,,True,True,,4.681,0.0,0.676,95,False
YCKQLOFLKFDRSW,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\YCKQLOFLKFDRSW__rt5s0.cif,0.946,,True,True,,3.79,0.0,0.876,70,False
QHBKNLPLROKUGS,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\QHBKNLPLROKUGS__rt5s0.cif,0.9309,,True,True,,4.438,0.0,0.515,90,False
SSMSBSWKLKKXGG,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\SSMSBSWKLKKXGG__rt5s0.cif,0.9459,,True,True,,5.019,0.0,0.963,60,False
LMBJRHSTZKEVBI,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\LMBJRHSTZKEVBI__rt5s0.cif,0.9563,,True,True,,3.653,0.0,1.315,99,False
RMUCZJUITONUFY,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\RMUCZJUITONUFY__rt5s0.cif,0.9778,,True,True,,3.152,0.0,1.092,41,False
RLGQACBPNDBWTB,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\RLGQACBPNDBWTB__rt5s0.cif,0.9306,,True,True,,3.784,0.0,0.796,70,False
DYSXHEQZHLDEEV,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\DYSXHEQZHLDEEV__rt5s0.cif,0.9743,,True,True,,2.731,0.0,1.182,102,False
CBRQOHPCDLQLPJ,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\CBRQOHPCDLQLPJ__rt5s0.cif,0.9667,,True,True,,2.504,0.0,0.6,75,True
DUADTXCVWFPPIL,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\DUADTXCVWFPPIL__rt5s0.cif,0.9595,,True,True,,3.529,0.0,0.601,74,False
YDRIIVMAQGIRPU,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\YDRIIVMAQGIRPU__rt5s0.cif,0.9335,,True,True,,1.987,0.0,0.576,76,True
ABZDANIGSGUPSQ,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\ABZDANIGSGUPSQ__rt5s0.cif,0.9415,,True,True,,4.085,0.0,0.877,77,False
PQPGOORJZHZVIF,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\PQPGOORJZHZVIF__rt5s0.cif,0.9364,,True,True,,3.805,0.0,0.841,91,False
GRIDBZHPCALFNO,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\GRIDBZHPCALFNO__rt5s0.cif,0.9383,,True,False,severe steric overlap (1.84 A into vdW),4.246,0.0,1.84,124,False
VTQXUFDARAXXEL,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\VTQXUFDARAXXEL__rt5s0.cif,0.9386,,True,True,,5.318,0.0,0.608,81,False
FKTKOBGQSYLSJM,CYP3A4,protenix_v2@openprotein,data\processed\t5_bakeoff\poses\CYP3A4\FKTKOBGQSYLSJM__rt5s0.cif,0.9432,,True,True,,2.539,0.0,0.868,70,True
